participant_id,level_name,game_batch,game_id,trial_id,human_conf,human_AI_conf,AI_conf,Ai_calibrated_conf,true_prob,nr_reds_shown,initial_decision,final_decision,outcome,win,points,AI_conf_pre
66d0a3be0ee04,level_BP,1,34,20,46,46,56.0,56.0,33.84615384615385,12,Black,Black,Red,-1,7,46
66d0a3be0ee04,level_BP,1,31,21,58,58,24.0,24.0,43.07692307692308,7,Red,Red,Black,-1,6,31
66d0a3be0ee04,level_BP,1,39,22,66,66,68.0,68.0,73.84615384615385,10,Red,Red,Red,1,7,62
66d0a3be0ee04,level_BP,1,30,23,67,67,24.0,24.0,18.461538461538463,8,Red,Black,Black,1,8,31
66d0a3be0ee04,level_BP,1,33,24,39,39,41.0,41.0,50.76923076923077,7,Red,Black,Red,-1,7,38
66d0a3be0ee04,level_BP,1,42,25,88,88,76.0,76.0,64.61538461538461,20,Red,Red,Red,1,8,77
66d0a3be0ee04,level_BP,1,28,26,20,20,31.0,31.0,10.76923076923077,5,Red,Red,Black,-1,7,23
66d0a3e233915,level_BP,2,-2,0,0,0,,,0.0,0,Black,Black,Black,1,1,0
66d0a3e233915,level_BP,2,-3,1,72,63,,,60.0,14,Red,Red,Red,1,2,54
66d0a3e233915,level_BP,2,70,2,100,100,92.0,92.0,86.15384615384616,20,Red,Red,Black,-1,1,92
66d0a3e233915,level_BP,2,71,3,100,100,92.0,92.0,98.46153846153848,21,Red,Red,Red,1,2,92
66d0a3e233915,level_BP,2,60,4,85,85,58.0,58.0,41.53846153846154,18,Red,Red,Red,1,3,54
66d0a3e233915,level_BP,2,55,5,79,79,29.0,29.0,43.07692307692308,3,Black,Black,Black,1,4,31
66d0a3e233915,level_BP,2,53,6,27,27,17.0,17.0,35.38461538461539,4,Black,Black,Red,-1,3,23
66d0a3e233915,level_BP,2,66,7,87,87,76.0,76.0,64.61538461538461,18,Red,Red,Red,1,4,77
66d0a3e233915,level_BP,2,67,8,70,79,82.0,82.0,89.23076923076924,16,Black,Red,Red,1,5,77
66d0a3e233915,level_BP,2,57,9,52,52,40.0,40.0,50.76923076923077,7,Black,Red,Red,1,6,38
66d0a3e233915,level_BP,2,49,10,9,9,8.0,8.0,13.846153846153848,1,Black,Black,Black,1,7,8
66d0a3e233915,level_BP,2,59,11,12,12,56.0,56.0,58.46153846153847,4,Black,Black,Black,1,8,46
66d0a3e233915,level_BP,2,65,12,76,76,76.0,76.0,81.53846153846153,15,Red,Red,Red,1,9,69
66d0a3e233915,level_BP,2,68,13,68,79,82.0,82.0,72.3076923076923,19,Red,Red,Black,-1,8,85
66d0a3e233915,level_BP,2,-1,14,100,100,,,100.0,21,Red,Red,Red,1,9,100
66d0a3e233915,level_BP,2,48,15,7,7,8.0,8.0,1.5384615384615383,1,Black,Black,Black,1,10,8
66d0a3e233915,level_BP,2,62,16,25,25,73.0,73.0,49.23076923076923,15,Red,Red,Black,-1,9,62
66d0a3e233915,level_BP,2,61,17,52,52,56.0,56.0,66.15384615384615,8,Red,Red,Black,-1,8,54
66d0a3e233915,level_BP,2,58,18,71,71,40.0,40.0,33.84615384615385,11,Red,Red,Black,-1,7,46
66d0a3e233915,level_BP,2,52,19,12,12,31.0,31.0,10.76923076923077,3,Black,Black,Black,1,8,23
66d0a3e233915,level_BP,2,54,20,64,22,24.0,24.0,18.461538461538463,8,Red,Black,Black,1,9,31
66d0a3e233915,level_BP,2,51,21,9,9,19.0,19.0,27.692307692307693,1,Black,Black,Black,1,10,15
66d0a3e233915,level_BP,2,50,22,8,8,19.0,19.0,3.076923076923077,2,Black,Black,Black,1,11,15
66d0a3e233915,level_BP,2,64,23,90,90,76.0,76.0,56.92307692307692,18,Red,Red,Black,-1,10,69
66d0a3e233915,level_BP,2,69,24,91,91,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,11,85
66d0a3e233915,level_BP,2,63,25,67,67,68.0,68.0,73.84615384615385,12,Red,Red,Red,1,12,62
66d0a3e233915,level_BP,2,56,26,54,54,40.0,40.0,26.15384615384616,13,Red,Black,Black,1,13,38
66d0a3ef6cf0a,level_BP,2,-2,0,4,1,,,0.0,0,Black,Black,Black,1,1,0
66d0a3ef6cf0a,level_BP,2,-3,1,69,70,,,60.0,14,Red,Red,Red,1,2,54
66d0a3ef6cf0a,level_BP,2,55,2,3,7,31.0,31.0,43.07692307692308,3,Black,Black,Black,1,3,31
66d0a3ef6cf0a,level_BP,2,62,3,72,72,68.0,68.0,49.23076923076923,15,Red,Red,Red,1,4,62
66d0a3ef6cf0a,level_BP,2,53,4,14,14,31.0,31.0,35.38461538461539,4,Black,Black,Black,1,5,23
66d0a3ef6cf0a,level_BP,2,52,5,9,12,31.0,31.0,10.76923076923077,3,Black,Black,Black,1,6,23
66d0a3ef6cf0a,level_BP,2,70,6,93,93,92.0,92.0,86.15384615384616,20,Red,Red,Black,-1,5,92
66d0a3ef6cf0a,level_BP,2,59,7,17,17,56.0,56.0,58.46153846153847,4,Black,Black,Red,-1,4,46
66d0a3ef6cf0a,level_BP,2,65,8,70,70,82.0,82.0,81.53846153846153,15,Red,Red,Black,-1,3,69
66d0a3ef6cf0a,level_BP,2,71,9,100,100,92.0,92.0,98.46153846153848,21,Red,Red,Red,1,4,92
66d0a3ef6cf0a,level_BP,2,64,10,79,79,76.0,76.0,56.92307692307692,18,Red,Red,Black,-1,3,69
66d0a3ef6cf0a,level_BP,2,57,11,50,50,41.0,41.0,50.76923076923077,7,Black,Black,Red,-1,2,38
66d0a3ef6cf0a,level_BP,2,69,12,92,92,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,3,85
66d0a3ef6cf0a,level_BP,2,68,13,92,90,86.0,86.0,72.3076923076923,19,Red,Red,Red,1,4,85
66d0a3ef6cf0a,level_BP,2,-1,14,100,100,,,100.0,21,Red,Red,Red,1,5,100
66d0a3ef6cf0a,level_BP,2,60,15,91,83,58.0,58.0,41.53846153846154,18,Red,Red,Red,1,6,54
66d0a3ef6cf0a,level_BP,2,63,16,62,62,68.0,68.0,73.84615384615385,12,Red,Red,Red,1,7,62
66d0a3ef6cf0a,level_BP,2,54,17,43,43,27.0,27.0,18.461538461538463,8,Black,Black,Black,1,8,31
66d0a3ef6cf0a,level_BP,2,61,18,50,50,56.0,56.0,66.15384615384615,8,Red,Red,Black,-1,7,54
66d0a3ef6cf0a,level_BP,2,58,19,50,50,56.0,56.0,33.84615384615385,11,Black,Black,Black,1,8,46
66d0a3ef6cf0a,level_BP,2,50,20,91,91,29.0,29.0,3.076923076923077,2,Black,Black,Black,1,9,15
66d0a3ef6cf0a,level_BP,2,49,21,2,2,8.0,8.0,13.846153846153848,1,Black,Black,Black,1,10,8
66d0a3ef6cf0a,level_BP,2,48,22,3,3,8.0,8.0,1.5384615384615383,1,Black,Black,Black,1,11,8
66d0a3ef6cf0a,level_BP,2,67,23,83,83,76.0,76.0,89.23076923076924,16,Red,Red,Red,1,12,77
66d0a3ef6cf0a,level_BP,2,51,24,5,5,19.0,19.0,27.692307692307693,1,Black,Black,Black,1,13,15
66d0a3ef6cf0a,level_BP,2,66,25,88,88,76.0,76.0,64.61538461538461,18,Red,Red,Black,-1,12,77
66d0a3ef6cf0a,level_BP,2,56,26,61,61,40.0,40.0,26.15384615384616,13,Red,Red,Black,-1,11,38
66d0a407d5dc6,level_BP,18,-2,0,7,7,,,0.0,0,Black,Black,Black,1,1,0
66d0a407d5dc6,level_BP,18,-3,1,55,60,,,60.0,14,Red,Red,Black,-1,0,54
66d0a407d5dc6,level_BP,18,450,2,80,80,76.0,76.0,64.61538461538461,17,Red,Red,Black,-1,-1,77
66d0a407d5dc6,level_BP,18,452,3,39,39,73.0,73.0,72.3076923076923,17,Red,Red,Red,1,0,85
66d0a407d5dc6,level_BP,18,448,4,40,40,73.0,73.0,56.92307692307692,18,Black,Black,Red,-1,-1,69
66d0a407d5dc6,level_BP,18,437,5,19,19,31.0,31.0,35.38461538461539,1,Black,Black,Red,-1,-2,23
66d0a407d5dc6,level_BP,18,441,6,19,19,56.0,56.0,50.76923076923077,4,Black,Black,Red,-1,-3,38
66d0a407d5dc6,level_BP,18,435,7,33,33,17.0,17.0,27.692307692307693,2,Red,Black,Black,1,-2,15
66d0a407d5dc6,level_BP,18,446,8,66,66,68.0,68.0,49.23076923076923,15,Red,Red,Red,1,-1,62
66d0a407d5dc6,level_BP,18,432,9,6,11,8.0,8.0,1.5384615384615383,0,Black,Black,Black,1,0,8
66d0a407d5dc6,level_BP,18,451,10,37,62,73.0,73.0,89.23076923076924,16,Red,Red,Red,1,1,77
66d0a407d5dc6,level_BP,18,438,11,30,33,27.0,27.0,18.461538461538463,6,Red,Black,Black,1,2,31
66d0a407d5dc6,level_BP,18,439,12,60,60,24.0,24.0,43.07692307692308,4,Red,Black,Black,1,3,31
66d0a407d5dc6,level_BP,18,445,13,36,57,73.0,73.0,66.15384615384615,8,Red,Red,Red,1,4,54
66d0a407d5dc6,level_BP,18,-1,14,100,100,,,100.0,21,Red,Red,Red,1,5,100
66d0a407d5dc6,level_BP,18,443,15,50,50,40.0,40.0,58.46153846153847,6,Red,Black,Black,1,6,46
66d0a407d5dc6,level_BP,18,447,16,60,63,68.0,68.0,73.84615384615385,12,Red,Red,Red,1,7,62
66d0a407d5dc6,level_BP,18,454,17,100,100,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,8,92
66d0a407d5dc6,level_BP,18,455,18,82,88,92.0,92.0,98.46153846153848,20,Red,Red,Red,1,9,92
66d0a407d5dc6,level_BP,18,434,19,18,18,19.0,19.0,3.076923076923077,2,Red,Black,Black,1,10,15
66d0a407d5dc6,level_BP,18,444,20,80,80,58.0,58.0,41.53846153846154,16,Red,Red,Black,-1,9,54
66d0a407d5dc6,level_BP,18,442,21,66,62,40.0,40.0,33.84615384615385,13,Red,Black,Red,-1,8,46
66d0a407d5dc6,level_BP,18,453,22,77,77,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,9,85
66d0a407d5dc6,level_BP,18,433,23,19,15,8.0,8.0,13.846153846153848,1,Black,Black,Black,1,10,8
66d0a407d5dc6,level_BP,18,436,24,31,21,17.0,17.0,10.76923076923077,5,Black,Black,Black,1,11,23
66d0a407d5dc6,level_BP,18,440,25,53,50,40.0,40.0,26.15384615384616,12,Red,Black,Black,1,12,38
66d0a407d5dc6,level_BP,18,449,26,73,73,82.0,82.0,81.53846153846153,13,Red,Red,Red,1,13,69
66d0a41c44d8c,level_BP,8,-2,0,20,10,,,0.0,0,Black,Black,Black,1,1,0
66d0a41c44d8c,level_BP,8,-3,1,64,62,,,60.0,14,Red,Red,Black,-1,0,54
66d0a41c44d8c,level_BP,8,209,2,40,61,73.0,73.0,81.53846153846153,12,Red,Red,Red,1,1,69
66d0a41c44d8c,level_BP,8,213,3,62,78,82.0,82.0,96.92307692307692,19,Red,Red,Red,1,2,85
66d0a41c44d8c,level_BP,8,203,4,23,50,56.0,56.0,58.46153846153847,6,Black,Red,Red,1,3,46
66d0a41c44d8c,level_BP,8,199,5,7,8,31.0,31.0,43.07692307692308,2,Black,Black,Black,1,4,31
66d0a41c44d8c,level_BP,8,194,6,9,9,19.0,19.0,3.076923076923077,2,Black,Black,Black,1,5,15
66d0a41c44d8c,level_BP,8,195,7,13,13,19.0,19.0,27.692307692307693,4,Black,Black,Black,1,6,15
66d0a41c44d8c,level_BP,8,196,8,14,14,31.0,31.0,10.76923076923077,5,Black,Black,Black,1,7,23
66d0a41c44d8c,level_BP,8,211,9,66,75,82.0,82.0,89.23076923076924,16,Red,Red,Red,1,8,77
66d0a41c44d8c,level_BP,8,214,10,81,81,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,9,92
66d0a41c44d8c,level_BP,8,205,11,17,16,56.0,56.0,66.15384615384615,6,Black,Black,Black,1,10,54
66d0a41c44d8c,level_BP,8,212,12,68,68,82.0,82.0,72.3076923076923,17,Red,Red,Red,1,11,85
66d0a41c44d8c,level_BP,8,202,13,41,48,56.0,56.0,33.84615384615385,12,Black,Red,Black,-1,10,46
66d0a41c44d8c,level_BP,8,-1,14,86,86,,,100.0,21,Red,Red,Red,1,11,100
66d0a41c44d8c,level_BP,8,210,15,64,64,82.0,82.0,64.61538461538461,18,Red,Red,Red,1,12,77
66d0a41c44d8c,level_BP,8,206,16,55,58,68.0,68.0,49.23076923076923,17,Red,Red,Black,-1,11,62
66d0a41c44d8c,level_BP,8,208,17,64,64,82.0,82.0,56.92307692307692,19,Red,Red,Black,-1,10,69
66d0a41c44d8c,level_BP,8,201,18,27,27,41.0,41.0,50.76923076923077,6,Black,Black,Black,1,11,38
66d0a41c44d8c,level_BP,8,192,19,11,11,8.0,8.0,1.5384615384615383,1,Black,Black,Black,1,12,8
66d0a41c44d8c,level_BP,8,215,20,84,84,92.0,92.0,98.46153846153848,21,Red,Red,Red,1,13,92
66d0a41c44d8c,level_BP,8,200,21,63,49,40.0,40.0,26.15384615384616,11,Red,Black,Red,-1,12,38
66d0a41c44d8c,level_BP,8,204,22,71,71,56.0,56.0,41.53846153846154,17,Red,Red,Black,-1,11,54
66d0a41c44d8c,level_BP,8,198,23,64,23,24.0,24.0,18.461538461538463,7,Black,Black,Black,1,12,31
66d0a41c44d8c,level_BP,8,197,24,23,23,31.0,31.0,35.38461538461539,4,Black,Black,Black,1,13,23
66d0a41c44d8c,level_BP,8,207,25,61,61,68.0,68.0,73.84615384615385,11,Red,Red,Black,-1,12,62
66d0a41c44d8c,level_BP,8,193,26,21,16,8.0,8.0,13.846153846153848,2,Black,Black,Black,1,13,8
66d0a41d64cee,level_BP,18,-2,0,80,10,,,0.0,0,Red,Black,Black,1,1,0
66d0a41d64cee,level_BP,18,-3,1,56,56,,,60.0,14,Red,Red,Red,1,2,54
66d0a41d64cee,level_BP,18,434,2,38,19,17.0,17.0,3.076923076923077,2,Black,Black,Black,1,3,15
66d0a41d64cee,level_BP,18,436,3,45,17,17.0,17.0,10.76923076923077,5,Black,Black,Black,1,4,23
66d0a41d64cee,level_BP,18,439,4,31,28,27.0,27.0,43.07692307692308,4,Black,Black,Black,1,5,31
66d0a41d64cee,level_BP,18,446,5,63,66,68.0,68.0,49.23076923076923,15,Red,Red,Black,-1,4,62
66d0a41d64cee,level_BP,18,454,6,90,90,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,5,92
66d0a41d64cee,level_BP,18,452,7,81,86,86.0,86.0,72.3076923076923,17,Red,Red,Red,1,6,85
66d0a41d64cee,level_BP,18,441,8,28,40,41.0,41.0,50.76923076923077,4,Black,Black,Red,-1,5,38
66d0a41d64cee,level_BP,18,432,9,19,9,8.0,8.0,1.5384615384615383,0,Black,Black,Black,1,6,8
66d0a41d64cee,level_BP,18,448,10,61,80,82.0,82.0,56.92307692307692,18,Red,Red,Black,-1,5,69
66d0a41d64cee,level_BP,18,437,11,20,28,31.0,31.0,35.38461538461539,1,Black,Black,Black,1,6,23
66d0a41d64cee,level_BP,18,440,12,60,39,40.0,40.0,26.15384615384616,12,Red,Black,Red,-1,5,38
66d0a41d64cee,level_BP,18,450,13,61,81,82.0,82.0,64.61538461538461,17,Red,Red,Red,1,6,77
66d0a41d64cee,level_BP,18,-1,14,81,100,,,100.0,21,Red,Red,Red,1,7,100
66d0a41d64cee,level_BP,18,443,15,43,54,56.0,56.0,58.46153846153847,6,Black,Red,Red,1,8,46
66d0a41d64cee,level_BP,18,435,16,30,17,17.0,17.0,27.692307692307693,2,Black,Black,Black,1,9,15
66d0a41d64cee,level_BP,18,442,17,54,39,40.0,40.0,33.84615384615385,13,Red,Black,Red,-1,8,46
66d0a41d64cee,level_BP,18,444,18,72,56,56.0,56.0,41.53846153846154,16,Red,Red,Red,1,9,54
66d0a41d64cee,level_BP,18,433,19,19,8,8.0,8.0,13.846153846153848,1,Black,Black,Black,1,10,8
66d0a41d64cee,level_BP,18,453,20,71,80,82.0,82.0,96.92307692307692,19,Red,Red,Red,1,11,85
66d0a41d64cee,level_BP,18,445,21,50,72,73.0,73.0,66.15384615384615,8,Black,Red,Red,1,12,54
66d0a41d64cee,level_BP,18,447,22,57,71,68.0,68.0,73.84615384615385,12,Red,Red,Red,1,13,62
66d0a41d64cee,level_BP,18,455,23,79,91,92.0,92.0,98.46153846153848,20,Red,Red,Red,1,14,92
66d0a41d64cee,level_BP,18,449,24,74,81,82.0,82.0,81.53846153846153,13,Red,Red,Red,1,15,69
66d0a41d64cee,level_BP,18,451,25,66,81,82.0,82.0,89.23076923076924,16,Red,Red,Red,1,16,77
66d0a41d64cee,level_BP,18,438,26,45,28,27.0,27.0,18.461538461538463,6,Black,Black,Black,1,17,31
66d0a424a24e8,level_BP,5,-2,0,100,20,,,0.0,0,Red,Red,Black,-1,-1,0
66d0a424a24e8,level_BP,5,-3,1,80,54,,,60.0,14,Red,Red,Red,1,0,54
66d0a424a24e8,level_BP,5,137,2,47,80,73.0,73.0,81.53846153846153,11,Red,Red,Red,1,1,69
66d0a424a24e8,level_BP,5,133,3,22,72,56.0,56.0,66.15384615384615,7,Black,Black,Black,1,2,54
66d0a424a24e8,level_BP,5,135,4,77,86,58.0,58.0,73.84615384615385,11,Red,Red,Red,1,3,62
66d0a424a24e8,level_BP,5,125,5,0,16,31.0,31.0,35.38461538461539,1,Black,Black,Black,1,4,23
66d0a424a24e8,level_BP,5,132,6,81,94,58.0,58.0,41.53846153846154,15,Red,Red,Red,1,5,54
66d0a424a24e8,level_BP,5,138,7,100,100,76.0,76.0,64.61538461538461,18,Red,Red,Red,1,6,77
66d0a424a24e8,level_BP,5,120,8,0,0,8.0,8.0,1.5384615384615383,1,Black,Black,Black,1,7,8
66d0a424a24e8,level_BP,5,142,9,100,100,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,8,92
66d0a424a24e8,level_BP,5,139,10,77,77,76.0,76.0,89.23076923076924,15,Red,Red,Red,1,9,77
66d0a424a24e8,level_BP,5,140,11,86,86,86.0,86.0,72.3076923076923,19,Red,Red,Red,1,10,85
66d0a424a24e8,level_BP,5,126,12,63,26,24.0,24.0,18.461538461538463,8,Black,Black,Black,1,11,31
66d0a424a24e8,level_BP,5,143,13,100,100,92.0,92.0,98.46153846153848,21,Red,Red,Red,1,12,92
66d0a424a24e8,level_BP,5,-1,14,100,100,,,100.0,21,Red,Red,Red,1,13,100
66d0a424a24e8,level_BP,5,136,15,82,82,76.0,76.0,56.92307692307692,16,Red,Red,Red,1,14,69
66d0a424a24e8,level_BP,5,141,16,100,100,86.0,86.0,96.92307692307692,20,Red,Red,Red,1,15,85
66d0a424a24e8,level_BP,5,128,17,65,36,40.0,40.0,26.15384615384616,10,Red,Black,Black,1,16,38
66d0a424a24e8,level_BP,5,124,18,10,10,31.0,31.0,10.76923076923077,3,Black,Black,Red,-1,15,23
66d0a424a24e8,level_BP,5,131,19,21,52,56.0,56.0,58.46153846153847,4,Black,Red,Red,1,16,46
66d0a424a24e8,level_BP,5,121,20,0,0,8.0,8.0,13.846153846153848,0,Black,Black,Black,1,17,8
66d0a424a24e8,level_BP,5,129,21,17,17,56.0,56.0,50.76923076923077,4,Black,Black,Black,1,18,38
66d0a424a24e8,level_BP,5,130,22,43,43,56.0,56.0,33.84615384615385,13,Black,Red,Red,1,19,46
66d0a424a24e8,level_BP,5,134,23,64,64,68.0,68.0,49.23076923076923,14,Red,Red,Red,1,20,62
66d0a424a24e8,level_BP,5,123,24,10,10,19.0,19.0,27.692307692307693,3,Black,Black,Black,1,21,15
66d0a424a24e8,level_BP,5,127,25,16,16,31.0,31.0,43.07692307692308,4,Black,Black,Black,1,22,31
66d0a424a24e8,level_BP,5,122,26,1,1,19.0,19.0,3.076923076923077,1,Black,Black,Black,1,23,15
66d0a461ea446,level_BP,18,-2,0,0,0,,,0.0,0,Black,Black,Black,1,1,0
66d0a461ea446,level_BP,18,-3,1,71,55,,,60.0,14,Red,Red,Black,-1,0,54
66d0a461ea446,level_BP,18,442,2,61,39,40.0,40.0,33.84615384615385,13,Red,Black,Black,1,1,46
66d0a461ea446,level_BP,18,441,3,12,12,56.0,56.0,50.76923076923077,4,Black,Black,Black,1,2,38
66d0a461ea446,level_BP,18,446,4,71,71,68.0,68.0,49.23076923076923,15,Red,Red,Black,-1,1,62
66d0a461ea446,level_BP,18,454,5,100,100,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,2,92
66d0a461ea446,level_BP,18,432,6,0,0,8.0,8.0,1.5384615384615383,0,Black,Black,Black,1,3,8
66d0a461ea446,level_BP,18,451,7,78,78,76.0,76.0,89.23076923076924,16,Red,Red,Black,-1,2,77
66d0a461ea446,level_BP,18,436,8,24,24,31.0,31.0,10.76923076923077,5,Black,Black,Black,1,3,23
66d0a461ea446,level_BP,18,453,9,95,95,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,4,85
66d0a461ea446,level_BP,18,439,10,9,9,31.0,31.0,43.07692307692308,4,Black,Black,Red,-1,3,31
66d0a461ea446,level_BP,18,435,11,4,4,19.0,19.0,27.692307692307693,2,Black,Black,Black,1,4,15
66d0a461ea446,level_BP,18,450,12,80,80,76.0,76.0,64.61538461538461,17,Red,Red,Black,-1,3,77
66d0a461ea446,level_BP,18,443,13,14,14,56.0,56.0,58.46153846153847,6,Black,Black,Red,-1,2,46
66d0a461ea446,level_BP,18,-1,14,100,100,,,100.0,21,Red,Red,Red,1,3,100
66d0a461ea446,level_BP,18,448,15,86,86,76.0,76.0,56.92307692307692,18,Red,Red,Red,1,4,69
66d0a461ea446,level_BP,18,445,16,34,65,73.0,73.0,66.15384615384615,8,Black,Red,Black,-1,3,54
66d0a461ea446,level_BP,18,455,17,97,97,92.0,92.0,98.46153846153848,20,Red,Red,Red,1,4,92
66d0a461ea446,level_BP,18,440,18,59,59,40.0,40.0,26.15384615384616,12,Red,Red,Black,-1,3,38
66d0a461ea446,level_BP,18,438,19,39,39,27.0,27.0,18.461538461538463,6,Black,Black,Black,1,4,31
66d0a461ea446,level_BP,18,444,20,81,81,58.0,58.0,41.53846153846154,16,Red,Red,Black,-1,3,54
66d0a461ea446,level_BP,18,433,21,1,1,8.0,8.0,13.846153846153848,1,Black,Black,Black,1,4,8
66d0a461ea446,level_BP,18,449,22,89,89,76.0,76.0,81.53846153846153,13,Red,Red,Red,1,5,69
66d0a461ea446,level_BP,18,452,23,93,93,86.0,86.0,72.3076923076923,17,Red,Red,Red,1,6,85
66d0a461ea446,level_BP,18,437,24,2,2,31.0,31.0,35.38461538461539,1,Black,Black,Red,-1,5,23
66d0a461ea446,level_BP,18,447,25,59,59,68.0,68.0,73.84615384615385,12,Red,Red,Red,1,6,62
66d0a461ea446,level_BP,18,434,26,4,4,19.0,19.0,3.076923076923077,2,Black,Black,Black,1,7,15
66d0a4905ec23,level_BP,4,-2,0,2,0,,,0.0,0,Black,Black,Black,1,1,0
66d0a4905ec23,level_BP,4,-3,1,65,61,,,60.0,14,Red,Red,Red,1,2,54
66d0a4905ec23,level_BP,4,106,2,54,46,40.0,40.0,33.84615384615385,11,Red,Black,Black,1,3,46
66d0a4905ec23,level_BP,4,112,3,82,79,76.0,76.0,56.92307692307692,18,Red,Red,Red,1,4,69
66d0a4905ec23,level_BP,4,102,4,15,27,31.0,31.0,18.461538461538463,5,Black,Black,Black,1,5,31
66d0a4905ec23,level_BP,4,108,5,93,81,58.0,58.0,41.53846153846154,18,Red,Red,Black,-1,4,54
66d0a4905ec23,level_BP,4,114,6,81,79,76.0,76.0,64.61538461538461,18,Red,Red,Red,1,5,77
66d0a4905ec23,level_BP,4,103,7,5,9,31.0,31.0,43.07692307692308,1,Black,Black,Red,-1,4,31
66d0a4905ec23,level_BP,4,110,8,92,80,58.0,58.0,49.23076923076923,18,Red,Red,Black,-1,3,62
66d0a4905ec23,level_BP,4,99,9,11,15,19.0,19.0,27.692307692307693,2,Black,Black,Black,1,4,15
66d0a4905ec23,level_BP,4,117,10,93,92,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,5,85
66d0a4905ec23,level_BP,4,111,11,55,57,68.0,68.0,73.84615384615385,9,Red,Red,Red,1,6,62
66d0a4905ec23,level_BP,4,98,12,10,12,19.0,19.0,3.076923076923077,2,Black,Black,Black,1,7,15
66d0a4905ec23,level_BP,4,118,13,94,94,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,8,92
66d0a4905ec23,level_BP,4,-1,14,100,100,,,100.0,21,Red,Red,Red,1,9,100
66d0a4905ec23,level_BP,4,113,15,46,61,73.0,73.0,81.53846153846153,13,Black,Red,Red,1,10,69
66d0a4905ec23,level_BP,4,109,16,45,60,73.0,73.0,66.15384615384615,11,Black,Red,Black,-1,9,54
66d0a4905ec23,level_BP,4,119,17,100,97,92.0,92.0,98.46153846153848,20,Red,Red,Red,1,10,92
66d0a4905ec23,level_BP,4,107,18,29,45,56.0,56.0,58.46153846153847,6,Black,Black,Red,-1,9,46
66d0a4905ec23,level_BP,4,115,19,89,87,76.0,76.0,89.23076923076924,16,Red,Red,Red,1,10,77
66d0a4905ec23,level_BP,4,97,20,0,2,8.0,8.0,13.846153846153848,0,Black,Black,Black,1,11,8
66d0a4905ec23,level_BP,4,101,21,7,14,31.0,31.0,35.38461538461539,4,Black,Black,Black,1,12,23
66d0a4905ec23,level_BP,4,105,22,18,51,56.0,56.0,50.76923076923077,5,Black,Red,Black,-1,11,38
66d0a4905ec23,level_BP,4,100,23,45,38,17.0,17.0,10.76923076923077,6,Black,Black,Black,1,12,23
66d0a4905ec23,level_BP,4,116,24,93,93,86.0,86.0,72.3076923076923,19,Red,Red,Red,1,13,85
66d0a4905ec23,level_BP,4,96,25,5,5,8.0,8.0,1.5384615384615383,1,Black,Black,Black,1,14,8
66d0a4905ec23,level_BP,4,104,26,39,43,41.0,41.0,26.15384615384616,8,Black,Black,Black,1,15,38
66d0a4a7dcb98,level_BP,13,-2,0,100,0,,,0.0,0,Black,Black,Black,1,1,0
66d0a4a7dcb98,level_BP,13,-3,1,61,61,,,60.0,14,Red,Red,Red,1,2,54
66d0a4a7dcb98,level_BP,13,325,2,50,39,73.0,73.0,66.15384615384615,8,Black,Black,Red,-1,1,54
66d0a4a7dcb98,level_BP,13,314,3,2,2,19.0,19.0,3.076923076923077,1,Black,Black,Black,1,2,15
66d0a4a7dcb98,level_BP,13,323,4,39,53,56.0,56.0,58.46153846153847,8,Black,Red,Black,-1,1,46
66d0a4a7dcb98,level_BP,13,318,5,62,62,24.0,24.0,18.461538461538463,11,Red,Red,Black,-1,0,31
66d0a4a7dcb98,level_BP,13,319,6,18,18,31.0,31.0,43.07692307692308,3,Black,Black,Black,1,1,31
66d0a4a7dcb98,level_BP,13,333,7,91,91,86.0,86.0,96.92307692307692,19,Red,Red,Red,1,2,85
66d0a4a7dcb98,level_BP,13,334,8,95,95,92.0,92.0,86.15384615384616,20,Red,Red,Red,1,3,92
66d0a4a7dcb98,level_BP,13,321,9,34,34,41.0,41.0,50.76923076923077,9,Black,Black,Red,-1,2,38
66d0a4a7dcb98,level_BP,13,331,10,74,74,82.0,82.0,89.23076923076924,15,Red,Red,Red,1,3,77
66d0a4a7dcb98,level_BP,13,315,11,8,8,19.0,19.0,27.692307692307693,3,Black,Black,Red,-1,2,15
66d0a4a7dcb98,level_BP,13,327,12,39,39,73.0,73.0,73.84615384615385,9,Black,Black,Red,-1,1,62
66d0a4a7dcb98,level_BP,13,330,13,88,88,76.0,76.0,64.61538461538461,18,Red,Red,Black,-1,0,77
66d0a4a7dcb98,level_BP,13,-1,14,100,100,,,100.0,21,Red,Red,Red,1,1,100
66d0a4a7dcb98,level_BP,13,335,15,98,98,92.0,92.0,98.46153846153848,20,Red,Red,Red,1,2,92
66d0a4a7dcb98,level_BP,13,328,16,83,83,76.0,76.0,56.92307692307692,17,Red,Red,Red,1,3,69
